,precio_m2,superficie_total,categoria,dormitorios,baños,cocheras,colonia,alcaldia,lat,lng
139,53125.0,160.0,departamento,3.0,2.0,2.0, Polanco, Miguel Hidalgo,19.4363388,-99.2043312116
140,85714.28571428571,70.0,departamento,1.0,1.0,1.0, Irrigación, Miguel Hidalgo,19.4416816,-99.2037946
141,67063.49206349206,126.0,departamento,2.0,2.0,2.0, Santa Fe Cuajimalpa, Cuajimalpa de Morelos,19.3604641901,-99.2686687577
142,72033.89830508475,118.0,departamento,2.0,3.0,2.0, Ampliación Granada, Miguel Hidalgo,19.4417938,-99.2038854
143,46521.739130434784,115.0,departamento,3.0,2.0,2.0, Hipódromo Condesa, Cuauhtémoc,19.4043974,-99.1683225
144,70963.85542168675,83.0,departamento,1.0,1.0,1.0, Ampliación Granada, Miguel Hidalgo,19.4423928,-99.20240939999996
145,2974.828375286041,437.0,departamento,3.0,3.0,4.0, Bosques de las Lomas, Cuajimalpa de Morelos,19.3814353957,-99.2593966159
146,60317.46031746032,315.0,departamento,4.0,4.0,5.0, Cuauhtémoc, Cuauhtémoc,19.4356338,-99.1495107
147,35879.62962962963,108.0,departamento,2.0,2.0,1.0, Santa María la Ribera, Cuauhtémoc,19.4545648,-99.1558995
148,38095.23809523809,420.0,departamento,3.0,3.0,3.0, Club de Golf México, Tlalpan,19.2816058,-99.1610599
149,85113.63636363637,88.0,departamento,2.0,2.0,2.0, Polanco, Miguel Hidalgo,19.4373329,-99.184973
150,73333.33333333333,75.0,departamento,1.0,1.0,1.0, Ampliación Granada, Miguel Hidalgo,19.4414677,-99.202496
151,85000.0,100.0,departamento,2.0,2.0,2.0, Ampliación Granada, Miguel Hidalgo,19.4417938,-99.2038854
152,65660.4099378882,161.0,departamento,3.0,2.0,3.0, Anáhuac I Sección, Miguel Hidalgo,19.4367648,-99.1792888
153,5193.385650224215,223.0,departamento,3.0,3.0,2.0, Polanco, Miguel Hidalgo,19.4351765,-99.2004541
154,2307.692307692308,325.0,departamento,3.0,3.0,4.0, Bosque de las Lomas, Miguel Hidalgo,19.3860385,-99.2548813
155,73529.41176470589,170.0,departamento,3.0,3.0,2.0, Ampliación Granada, Miguel Hidalgo,19.4417938,-99.2038854
156,2479.1666666666665,2400.0,departamento,6.0,5.0,3.0, Lomas de Chapultepec, Miguel Hidalgo,19.4026698,-99.2360562
157,13974.484789008831,1019.0,departamento,3.0,3.0,8.0, Héroes de Padierna, Tlalpan,19.2829691,-99.2142178
158,74500.0,164.0,departamento,2.0,2.0,2.0, Polanco IV Sección, Miguel Hidalgo,19.4369526,-99.1904684
159,93125.0,160.0,departamento,2.0,2.0,2.0, Polanco, Miguel Hidalgo,19.4340199,-99.1956012
160,31818.18181818182,660.0,departamento,3.0,3.0,4.0, Bosques de las Lomas, Cuajimalpa de Morelos,19.3904162,-99.2550003
161,85919.54022988505,174.0,departamento,2.0,2.0,2.0, Polanco, Miguel Hidalgo,19.436965,-99.197446
162,37303.92156862745,102.0,departamento,2.0,2.0,1.0, Santa María la Ribera, Cuauhtémoc,19.4545648,-99.1558995
163,42000.0,500.0,departamento,4.0,4.0,2.0, Bosques de las Lomas, Cuajimalpa de Morelos,19.390524,-99.2575015
164,47402.5974025974,77.0,departamento,2.0,2.0,1.0, Vertiz Narvarte, Benito Juárez,19.3807165,-99.1569048
165,55476.52916073969,703.0,departamento,3.0,3.0,4.0, Bosque de las Lomas, Miguel Hidalgo,19.40152,-99.2415766
166,39393.93939393939,330.0,departamento,3.0,3.0,4.0, Bosques de las Lomas, Cuajimalpa de Morelos,19.392917,-99.2652757
167,45538.46153846154,65.0,departamento,2.0,2.0,1.0, Ex Hacienda Coapa, Tlalpan,19.3080212,-99.1370846
168,2827.3809523809523,336.0,departamento,3.0,3.0,3.0, Bosques de las Lomas, Cuajimalpa de Morelos,19.3933352,-99.2602401
169,40789.47368421053,76.0,departamento,3.0,2.0,2.0, Xotepingo, Coyoacán,19.32759,-99.1394716
