,Unnamed: 0,precio_m2,superficie_total,categoria,dormitorios,baños,cocheras,colonia,alcaldia,lat,lng
2675,2675,46218.48739495799,238.0,departamento,3.0,2.0,1.0,CHAPULTEPEC MORALES (POLANCO),MIGUEL HIDALGO,19.4328221,-99.188099
547,547,38148.14814814815,270.0,departamento,3.0,2.0,1.0,CONDESA,CUAUHTEMOC,19.4187391,-99.1764569
7146,7146,45833.333333333336,72.0,departamento,3.0,2.0,1.0,SAN RAFAEL II,CUAUHTEMOC,19.43777,-99.16388
4275,4275,46076.92307692308,130.0,departamento,3.0,2.0,1.0,MIGUEL HIDALGO,TLAHUAC,19.287042,-99.047531
9276,9276,78884.41935483871,93.0,departamento,3.0,3.0,1.0,SANTO TOMAS,AZCAPOTZALCO,19.4844186,-99.1751596
7024,7024,26442.30769230769,104.0,departamento,3.0,2.0,1.0,PASEOS DE TAXQUEA I,COYOACAN,19.350065490157377,-99.12035966868795
3415,3415,30991.727272727272,121.0,departamento,3.0,2.0,1.0,DEL VALLE V,BENITO JUAREZ,19.3797151,-99.1677132
8461,8461,34693.87755102041,98.0,departamento,3.0,2.0,1.0,JUSTO SIERRA,IZTAPALAPA,19.3653,-99.136
5490,5490,40476.19047619047,126.0,casa,3.0,2.0,1.0,SAN SIMON TICUMAC,BENITO JUAREZ,19.37478,-99.1442
5644,5644,30646.56,125.0,casa,3.0,2.0,1.0,LETRAN VALLE,BENITO JUAREZ,19.37641,-99.15665
2942,2942,45794.39252336448,107.0,departamento,3.0,2.0,1.0,NARVARTE V,BENITO JUAREZ,19.380894,-99.158795
7330,7330,36500.0,100.0,departamento,3.0,3.0,1.0,VILLA PANAMERICANA 1ERA. SECCIN (U HAB),COYOACAN,19.30541,-99.17988
8798,8798,26016.260162601626,123.0,departamento,3.0,2.0,1.0,SAN BARTOLO ATEPEHUACAN (PBLO),GUSTAVO A. MADERO,19.49093,-99.14201
8993,8993,8943.08943089431,123.0,casa,3.0,2.0,1.0,CASAS ALEMAN (AMPL) I,GUSTAVO A. MADERO,19.48088,-99.08236
4096,4096,8955.223880597016,134.0,casa,3.0,2.0,1.0,DEL VALLE II,BENITO JUAREZ,19.39241,-99.16662
8464,8464,9222.222222222224,90.0,departamento,3.0,2.0,1.0,JUSTO SIERRA,IZTAPALAPA,19.3653,-99.136
8456,8456,11294.117647058823,85.0,departamento,3.0,2.0,1.0,JUSTO SIERRA,IZTAPALAPA,19.3653,-99.136
2387,2387,81180.81180811809,271.0,departamento,3.0,3.0,1.0,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,19.4280108,-99.2185913
9048,9048,11520.148760330578,121.0,casa,3.0,2.0,1.0,ACUEDUCTO,ALVARO OBREGON,19.39979,-99.19989
7785,7785,11374.64406779661,118.0,casa,3.0,2.0,1.0,JARDIN BALBUENA III,VENUSTIANO CARRANZA,19.41617,-99.10743
3840,3840,11444.444444444443,90.0,casa,3.0,2.0,1.0,ROMA NORTE III,CUAUHTEMOC,19.41814,-99.15974
9073,9073,11474.38254237288,118.0,casa,3.0,2.0,1.0,MICHOACANA (AMPL),VENUSTIANO CARRANZA,19.44835,-99.11311
8025,8025,10290.90909090909,110.0,casa,3.0,2.0,1.0,SAN JUAN DE ARAGON (PBLO),GUSTAVO A. MADERO,19.4688,-99.08592
8962,8962,8966.07142857143,140.0,casa,3.0,2.0,1.0,GUADALUPE PROLETARIA (AMPL),GUSTAVO A. MADERO,19.52254,-99.1512
7799,7799,5923.611111111111,144.0,casa,3.0,3.0,1.0,JARDIN BALBUENA III,VENUSTIANO CARRANZA,19.41419,-99.10777
6838,6838,5896.739130434783,184.0,casa,3.0,3.0,1.0,NATIVITAS,BENITO JUAREZ,19.38158,-99.13795
6040,6040,9865.575,160.0,casa,3.0,2.0,1.0,STA CRUZ ATOYAC,BENITO JUAREZ,19.36907,-99.16162
9035,9035,6742.138364779874,159.0,casa,3.0,2.0,1.0,EL COYOL (U HAB),GUSTAVO A. MADERO,19.48917,-99.08969
5722,5722,38194.444444444445,144.0,departamento,3.0,2.0,1.0,ROMA NORTE I,CUAUHTEMOC,19.4198361,-99.175921
4668,4668,6333.333333333333,150.0,casa,3.0,3.0,1.0,NONOALCO,BENITO JUAREZ,19.38279,-99.18791
9128,9128,40381.8125,80.0,departamento,3.0,2.0,1.0,PERALVILLO II,CUAUHTEMOC,19.46205,-99.13344
5640,5640,9087.078651685391,178.0,casa,3.0,2.0,1.0,LETRAN VALLE,BENITO JUAREZ,19.37703,-99.15648
2943,2943,45794.39252336448,107.0,departamento,3.0,2.0,1.0,NARVARTE V,BENITO JUAREZ,19.380894,-99.158795
5132,5132,41321.83908045977,87.0,departamento,3.0,2.0,1.0,CIUDAD DE LOS DEPORTES,BENITO JUAREZ,19.3852389,-99.1776972
2944,2944,45794.39252336448,107.0,departamento,3.0,2.0,1.0,NARVARTE V,BENITO JUAREZ,19.380894,-99.158795
6456,6456,30666.666666666668,120.0,departamento,3.0,2.0,1.0,VERONICA ANZURES,MIGUEL HIDALGO,19.43265,-99.17284
4741,4741,33333.333333333336,147.0,departamento,3.0,2.0,1.0,NAPOLES,BENITO JUAREZ,19.3930599354,-99.1776646443
4114,4114,38785.04672897196,107.0,departamento,3.0,2.0,1.0,DEL VALLE II,BENITO JUAREZ,19.3934495,-99.1700507
3815,3815,55921.05263157895,152.0,departamento,3.0,3.0,1.0,ROMA NORTE III,CUAUHTEMOC,19.413676,-99.1654703
3813,3813,55921.05263157895,152.0,departamento,3.0,3.0,1.0,ROMA NORTE III,CUAUHTEMOC,19.413676,-99.1654703
2113,2113,40000.0,150.0,casa,3.0,2.0,1.0,SAN JUAN,BENITO JUAREZ,19.38039,-99.18282
8805,8805,25471.10084033613,119.0,casa,3.0,2.0,1.0,VALLE DEL TEPEYAC,GUSTAVO A. MADERO,19.48802,-99.14164
5863,5863,91269.84126984129,252.0,departamento,3.0,3.0,1.0,ANZURES,MIGUEL HIDALGO,19.4308004,-99.1795789
5868,5868,91269.84126984129,252.0,departamento,3.0,3.0,1.0,ANZURES,MIGUEL HIDALGO,19.4308004,-99.1795789
9005,9005,9246.987951807228,166.0,casa,3.0,2.0,1.0,JOSE MARIA PINO SUAREZ,ALVARO OBREGON,19.39264,-99.1996
1247,1247,34312.5,160.0,departamento,3.0,2.0,1.0,HIPODROMO I,CUAUHTEMOC,19.408255,-99.1721169
1249,1249,34312.5,160.0,departamento,3.0,2.0,1.0,HIPODROMO I,CUAUHTEMOC,19.408255,-99.1721169
6621,6621,50116.679631070125,89.99,departamento,3.0,2.0,1.0,NARVARTE VI,BENITO JUAREZ,19.384623,-99.147554
8974,8974,9509.09090909091,110.0,casa,3.0,2.0,1.0,ZONA ESCOLAR I,GUSTAVO A. MADERO,19.53843,-99.14981
6334,6334,64928.90995260664,211.0,departamento,3.0,2.0,1.0,ROMA NORTE II,CUAUHTEMOC,19.4210729,-99.1609837
6335,6335,64928.90995260664,211.0,departamento,3.0,2.0,1.0,ROMA NORTE II,CUAUHTEMOC,19.4210729,-99.1609837
5324,5324,36363.63636363636,220.0,departamento,3.0,2.0,1.0,DEL BOSQUE (POLANCO),MIGUEL HIDALGO,19.43393,-99.2083343
9247,9247,37742.52720677146,82.7,departamento,3.0,2.0,1.0,PROVIDENCIA,AZCAPOTZALCO,19.486268,-99.21295
858,858,49321.26696832579,221.0,casa,3.0,3.0,1.0,LOMAS DE BEZARES,MIGUEL HIDALGO,19.39133,-99.24345
997,997,42307.69230769231,117.0,departamento,2.0,2.0,1.0,SANTA MARIA LA RIBERA I,CUAUHTEMOC,19.4540206,-99.1552523
4986,4986,41904.76190476191,105.0,departamento,2.0,2.0,1.0,DEL VALLE VII,BENITO JUAREZ,19.3645606,-99.1717959
5030,5030,41547.619047619046,84.0,departamento,2.0,2.0,1.0,PORTALES III,BENITO JUAREZ,19.3633781,-99.1461967
5053,5053,41523.52941176471,68.0,departamento,2.0,2.0,1.0,PORTALES III,BENITO JUAREZ,19.3636369,-99.1473576
6227,6227,41428.57142857143,70.0,departamento,2.0,2.0,1.0,PORTALES ORIENTE,BENITO JUAREZ,19.368104,-99.1398862
8316,8316,42258.06451612903,62.0,departamento,2.0,2.0,1.0,TABLAS DE SAN AGUSTIN,GUSTAVO A. MADERO,19.46387686322,-99.111315259117
5908,5908,42264.15094339623,106.0,departamento,2.0,2.0,1.0,SAN RAFAEL I,CUAUHTEMOC,19.4372889,-99.1612302
9152,9152,42266.66666666666,75.0,departamento,2.0,2.0,1.0,EL CARACOL,COYOACAN,19.3043208,-99.1659417
993,993,42307.69230769231,117.0,departamento,2.0,2.0,1.0,SANTA MARIA LA RIBERA I,CUAUHTEMOC,19.4540206,-99.1552523
9272,9272,40561.01298701299,77.0,departamento,2.0,2.0,1.0,SANTO TOMAS,AZCAPOTZALCO,19.4844186,-99.1751596
6849,6849,42175.20814061054,86.48,departamento,2.0,2.0,1.0,NATIVITAS,BENITO JUAREZ,19.37722696,-99.13744154
5559,5559,41968.75,64.0,departamento,2.0,2.0,1.0,NUEVA VALLEJO,GUSTAVO A. MADERO,19.4882889,-99.1499528
3866,3866,56700.0,110.0,departamento,2.0,2.5,1.0,ROMA NORTE III,CUAUHTEMOC,19.41814,-99.15974
5239,5239,40833.333333333336,60.0,departamento,2.0,2.0,1.0,TORRES SAN ANTONIO (U HAB),ALVARO OBREGON,19.38516861759137,-99.19217436298216
7388,7388,43650.899400399736,75.05,departamento,2.0,2.0,1.0,INDEPENDENCIA,BENITO JUAREZ,19.37884,-99.14761
3334,3334,43363.29166666666,72.0,departamento,2.0,2.0,1.0,NARVARTE II,BENITO JUAREZ,19.3969918,-99.1476259
5575,5575,43650.79365079365,63.0,departamento,2.0,2.0,1.0,MARIA DEL CARMEN,BENITO JUAREZ,19.37583,-99.13775
5021,5021,41547.619047619046,84.0,departamento,2.0,2.0,1.0,PORTALES III,BENITO JUAREZ,19.3633781,-99.1461967
3429,3429,41875.0,128.0,departamento,2.0,2.0,1.0,DEL VALLE V,BENITO JUAREZ,19.3805065,-99.1688085
3425,3425,41875.0,128.0,departamento,2.0,2.0,1.0,DEL VALLE V,BENITO JUAREZ,19.3805065,-99.1688085
9157,9157,41333.333333333336,75.0,departamento,2.0,2.0,1.0,EL CARACOL,COYOACAN,19.3048617,-99.1644715
5560,5560,40625.0,64.0,departamento,2.0,2.0,1.0,NUEVA VALLEJO,GUSTAVO A. MADERO,19.488368,-99.149849
5626,5626,2759.409490333919,569.0,casa,3.0,2.5,1.0,LETRAN VALLE,BENITO JUAREZ,19.37703,-99.15648
4854,4854,40495.86776859504,121.0,departamento,2.0,2.0,1.0,ALAMOS I,BENITO JUAREZ,19.3999866,-99.1405023
5006,5006,40795.454545454544,88.0,departamento,2.0,2.0,1.0,DEL VALLE VII,BENITO JUAREZ,19.368269915454,-99.172010688405
5240,5240,40476.19047619047,63.0,departamento,2.0,2.0,1.0,TORRES SAN ANTONIO (U HAB),ALVARO OBREGON,19.385277737273,-99.191722050446
5961,5961,55745.94471098926,87.54,departamento,2.0,2.5,1.0,OCHO DE AGOSTO,BENITO JUAREZ,19.392448,-99.188367
7852,7852,40625.0,64.0,departamento,2.0,2.0,1.0,DEL GAS (AMPL),AZCAPOTZALCO,19.4653618,-99.1557702
3969,3969,40625.0,128.0,departamento,2.0,2.0,1.0,NAPOLES (AMPL),BENITO JUAREZ,19.3864643,-99.1812854
6623,6623,40625.90909090909,66.0,departamento,2.0,2.0,1.0,DOCTORES II,CUAUHTEMOC,19.4179232,-99.1483827
7341,7341,41929.46153846154,78.0,departamento,2.0,2.0,1.0,DOCTORES V,CUAUHTEMOC,19.4091295,-99.1459454
4993,4993,41904.76190476191,105.0,departamento,2.0,2.0,1.0,DEL VALLE VII,BENITO JUAREZ,19.3645606,-99.1717959
6844,6844,41554.549289832656,71.11,departamento,2.0,2.0,1.0,NATIVITAS,BENITO JUAREZ,19.37722696,-99.13744154
7380,7380,42257.73195876289,97.0,departamento,2.0,2.0,1.0,INDEPENDENCIA,BENITO JUAREZ,19.3794937,-99.1474134
5304,5304,42244.52631578947,57.0,departamento,2.0,2.0,1.0,SAN PEDRO CUAJIMALPA (PBLO),CUAJIMALPA DE MORELOS,19.356727,-99.298596
5200,5200,41875.0,80.0,departamento,2.0,2.0,1.0,ALAMOS II,BENITO JUAREZ,19.3945875,-99.1403588
7193,7193,43360.17543859649,114.0,departamento,2.0,2.0,1.0,CLAVERIA,AZCAPOTZALCO,19.4690118,-99.1809285
7717,7717,43648.63513513513,74.0,departamento,2.0,2.0,1.0,SAN DIEGO CHURUBUSCO,COYOACAN,19.3563219,-99.144225
7719,7719,43648.63513513513,74.0,departamento,2.0,2.0,1.0,SAN DIEGO CHURUBUSCO,COYOACAN,19.3563219,-99.144225
5955,5955,41224.489795918365,98.0,departamento,2.0,2.0,1.0,OCHO DE AGOSTO,BENITO JUAREZ,19.3933535,-99.1868172
3404,3404,19225.0,240.0,casa,3.0,2.5,1.0,LINDAVISTA II,GUSTAVO A. MADERO,19.49155,-99.12461
6608,6608,41187.5,80.0,departamento,2.0,2.0,1.0,NARVARTE VI,BENITO JUAREZ,19.3853155,-99.1510274
8418,8418,41176.470588235294,85.0,departamento,2.0,2.0,1.0,JUSTO SIERRA,IZTAPALAPA,19.3653,-99.136
3325,3325,41176.470588235294,85.0,departamento,2.0,2.0,1.0,NARVARTE II,BENITO JUAREZ,19.3969542,-99.1556692
1539,1539,41176.470588235294,68.0,departamento,2.0,2.0,1.0,SAN PEDRO DE LOS  PINOS,BENITO JUAREZ,19.39128,-99.18605
7321,7321,41118.2972972973,74.0,departamento,2.0,2.0,1.0,RESIDENCIAL ZACATENCO,GUSTAVO A. MADERO,19.501874,-99.121272
995,995,40909.09090909091,77.0,departamento,2.0,2.0,1.0,SANTA MARIA LA RIBERA I,CUAUHTEMOC,19.4524805,-99.1527816
6217,6217,40951.91666666666,60.0,departamento,2.0,2.0,1.0,DEL GAS,AZCAPOTZALCO,19.468974,-99.154726
6214,6214,40951.91666666666,60.0,departamento,2.0,2.0,1.0,DEL GAS,AZCAPOTZALCO,19.468974,-99.154726
5246,5246,40983.60655737705,61.0,departamento,2.0,2.0,1.0,SAN PEDRO CUAJIMALPA (PBLO),CUAJIMALPA DE MORELOS,19.3504177,-99.3006964
8620,8620,41080.15714285714,70.0,departamento,2.0,2.0,1.0,JOSEFA ORTIZ DE DOMINGUEZ,BENITO JUAREZ,19.387797,-99.139102
5253,5253,40983.60655737705,61.0,departamento,2.0,2.0,1.0,SAN PEDRO CUAJIMALPA (PBLO),CUAJIMALPA DE MORELOS,19.3504177,-99.3006964
5257,5257,40983.60655737705,61.0,departamento,2.0,2.0,1.0,SAN PEDRO CUAJIMALPA (PBLO),CUAJIMALPA DE MORELOS,19.3504177,-99.3006964
2194,2194,41044.77611940299,134.0,departamento,2.0,2.0,1.0,DEL VALLE VI,BENITO JUAREZ,19.376872,-99.1641366
2017,2017,42391.30434782609,92.0,departamento,2.0,2.0,1.0,VERTIZ NARVARTE,BENITO JUAREZ,19.3810106,-99.1532475
6614,6614,41187.5,80.0,departamento,2.0,2.0,1.0,NARVARTE VI,BENITO JUAREZ,19.3853155,-99.1510274
3381,3381,41250.0,80.0,departamento,2.0,2.0,1.0,LINDAVISTA II,GUSTAVO A. MADERO,19.4945952,-99.1301312
4865,4865,43636.36363636364,55.0,departamento,2.0,2.0,1.0,ALAMOS I,BENITO JUAREZ,19.3995834,-99.1409671
4989,4989,41269.84126984127,126.0,departamento,2.0,2.0,1.0,DEL VALLE VII,BENITO JUAREZ,19.366027410888726,-99.17244807119448
8681,8681,43630.22727272727,77.0,departamento,2.0,2.0,1.0,DE LA CANDELARIA (PBLO),COYOACAN,19.328966,-99.1451726
3904,3904,43624.161073825504,149.0,departamento,2.0,2.0,1.0,CUAUHTEMOC,CUAUHTEMOC,19.4297377,-99.1728394
6847,6847,43698.671958479616,65.51,departamento,2.0,2.0,1.0,NATIVITAS,BENITO JUAREZ,19.37722696,-99.13744154
6237,6237,44117.64705882353,85.0,departamento,2.0,2.0,1.0,PORTALES ORIENTE,BENITO JUAREZ,19.366115580989,-99.141729343766
7396,7396,44080.60453400503,79.4,departamento,2.0,2.0,1.0,INDEPENDENCIA,BENITO JUAREZ,19.37973,-99.14806
4563,4563,44036.69724770642,109.0,departamento,2.0,2.0,1.0,NOCHE BUENA,BENITO JUAREZ,19.3804299,-99.1811448
4561,4561,44036.69724770642,109.0,departamento,2.0,2.0,1.0,NOCHE BUENA,BENITO JUAREZ,19.3804299,-99.1811448
6843,6843,43698.671958479616,65.51,departamento,2.0,2.0,1.0,NATIVITAS,BENITO JUAREZ,19.37722696,-99.13744154
5173,5173,43500.0,70.0,departamento,2.0,2.0,1.0,ALAMOS II,BENITO JUAREZ,19.3944736,-99.1405773
5178,5178,43500.0,70.0,departamento,2.0,2.0,1.0,ALAMOS II,BENITO JUAREZ,19.3944736,-99.1405773
5194,5194,43500.0,70.0,departamento,2.0,2.0,1.0,ALAMOS II,BENITO JUAREZ,19.3944736,-99.1405773
3906,3906,43624.161073825504,149.0,departamento,2.0,2.0,1.0,CUAUHTEMOC,CUAUHTEMOC,19.4297377,-99.1728394
5315,5315,43622.66197183099,71.0,departamento,2.0,2.0,1.0,SAN PEDRO CUAJIMALPA (PBLO),CUAJIMALPA DE MORELOS,19.356727,-99.298596
5954,5954,41224.489795918365,98.0,departamento,2.0,2.0,1.0,OCHO DE AGOSTO,BENITO JUAREZ,19.3933535,-99.1868172
7845,7845,41111.11111111111,63.0,departamento,2.0,2.0,1.0,SAN LORENZO HUIPULCO,TLALPAN,19.2915905,-99.1472152
5308,5308,40526.78106508876,84.5,departamento,2.0,2.0,1.0,SAN PEDRO CUAJIMALPA (PBLO),CUAJIMALPA DE MORELOS,19.356727,-99.298596
5051,5051,40580.40614709111,72.88,departamento,2.0,2.0,1.0,PORTALES III,BENITO JUAREZ,19.363642,-99.149546
1287,1287,53571.42857142857,140.0,departamento,2.0,2.5,1.0,HIPODROMO I,CUAUHTEMOC,19.412240331025,-99.168274357631
9241,9241,37974.01666666667,60.0,departamento,2.0,2.0,1.0,SANTA CRUZ DE LAS SALINAS,AZCAPOTZALCO,19.48666,-99.15469
6307,6307,38271.60493827161,81.0,departamento,2.0,2.0,1.0,PORTALES I,BENITO JUAREZ,19.3694019,-99.1470206
4612,4612,38034.18803418803,117.0,departamento,2.0,2.0,1.0,DEL VALLE IV,BENITO JUAREZ,19.3823130327,-99.1703814268
8505,8505,38235.294117647056,68.0,departamento,2.0,2.0,1.0,AVANTE,COYOACAN,19.32989,-99.13296
3149,3149,33333.333333333336,129.0,departamento,3.0,2.5,1.0,DEL VALLE III,BENITO JUAREZ,19.389164,-99.167668
1228,1228,40559.44055944056,143.0,departamento,3.0,2.5,1.0,LOMAS DEL CHAMIZAL,CUAJIMALPA DE MORELOS,19.38497,-99.26406
6868,6868,37849.31506849315,73.0,departamento,2.0,2.0,1.0,AMPLIACION PETROLERA,AZCAPOTZALCO,19.481584,-99.194961
6865,6865,37841.37129575828,68.84,departamento,2.0,2.0,1.0,AMPLIACION PETROLERA,AZCAPOTZALCO,19.481584,-99.194961
5185,5185,42911.39240506329,79.0,departamento,2.0,2.0,1.0,ALAMOS II,BENITO JUAREZ,19.3974232,-99.1401075
5627,5627,2759.409490333919,569.0,casa,3.0,2.5,1.0,LETRAN VALLE,BENITO JUAREZ,19.37703,-99.15648
1212,1212,36666.66666666666,87.0,departamento,2.0,2.0,1.0,LOMAS DEL CHAMIZAL,CUAJIMALPA DE MORELOS,19.3889542,-99.2594274
4684,4684,36666.66666666666,75.0,departamento,2.0,2.0,1.0,NONOALCO,BENITO JUAREZ,19.38279,-99.18791
3282,3282,36452.63157894737,95.0,departamento,2.0,2.5,1.0,ANAHUAC II,MIGUEL HIDALGO,19.44366,-99.17698
3293,3293,36764.705882352944,68.0,departamento,2.0,2.0,1.0,ANAHUAC II,MIGUEL HIDALGO,19.44366,-99.17698
5554,5554,38333.333333333336,60.0,departamento,2.0,2.0,1.0,NUEVA VALLEJO,GUSTAVO A. MADERO,19.488368,-99.149849
7642,7642,37437.5,80.0,departamento,2.0,2.0,1.0,ALBERT,BENITO JUAREZ,19.3710394,-99.1405563
4191,4191,38056.617647058825,136.0,departamento,2.0,2.0,1.0,EL CONTADERO,CUAJIMALPA DE MORELOS,19.3471051,-99.2959889
6382,6382,38333.333333333336,60.0,departamento,2.0,2.0,1.0,GRANJAS MODERNAS-SAN JUAN DE ARAGON (AMPL),GUSTAVO A. MADERO,19.4789453,-99.106056
6399,6399,38333.333333333336,60.0,departamento,2.0,2.0,1.0,GRANJAS MODERNAS-SAN JUAN DE ARAGON (AMPL),GUSTAVO A. MADERO,19.4789453,-99.106056
9070,9070,38118.33032778191,94.27,departamento,2.0,2.0,1.0,POSTAL,BENITO JUAREZ,19.39125,-99.14162
6871,6871,38108.10810810811,74.0,departamento,2.0,2.0,1.0,AMPLIACION PETROLERA,AZCAPOTZALCO,19.481584,-99.194961
3152,3152,50703.5,104.0,departamento,2.0,2.5,1.0,DEL VALLE III,BENITO JUAREZ,19.389164,-99.167668
3055,3055,6818.181818181818,220.0,casa,3.0,2.5,1.0,DEL VALLE III,BENITO JUAREZ,19.389164,-99.167668
8361,8361,25154.3625,80.0,casa,3.0,2.5,1.0,JUSTO SIERRA,IZTAPALAPA,19.3653,-99.136
4656,4656,42857.142857142855,70.0,departamento,2.0,2.0,1.0,NONOALCO,BENITO JUAREZ,19.3828784,-99.186609
7394,7394,42638.24117255164,75.05,departamento,2.0,2.0,1.0,INDEPENDENCIA,BENITO JUAREZ,19.37973,-99.14806
2117,2117,42670.73170731707,82.0,departamento,2.0,2.0,1.0,SAN JUAN,BENITO JUAREZ,19.38039,-99.18282
2991,2991,42708.333333333336,96.0,departamento,2.0,2.0,1.0,DEL VALLE III,BENITO JUAREZ,19.3889969,-99.1708025
3002,3002,42708.333333333336,96.0,departamento,2.0,2.0,1.0,DEL VALLE III,BENITO JUAREZ,19.3889969,-99.1708025
6270,6270,42727.27272727273,110.0,departamento,2.0,2.0,1.0,TLACOQUEMECATL DEL VALLE,BENITO JUAREZ,19.3773913,-99.1756943
4681,4681,43055.55555555556,72.0,departamento,2.0,2.0,1.0,NONOALCO,BENITO JUAREZ,19.38279,-99.18791
5172,5172,42911.39240506329,79.0,departamento,2.0,2.0,1.0,ALAMOS II,BENITO JUAREZ,19.3974232,-99.1401075
4501,4501,44174.28571428572,70.0,departamento,2.0,2.0,1.0,TETELPAN,ALVARO OBREGON,19.3390477,-99.2343494
6301,6301,38271.60493827161,81.0,departamento,2.0,2.0,1.0,PORTALES I,BENITO JUAREZ,19.3694019,-99.1470206
484,484,37878.78787878788,66.0,departamento,2.0,2.0,1.0,PALO ALTO (GRANJAS),CUAJIMALPA DE MORELOS,19.3829,-99.25537
2655,2655,37857.142857142855,70.0,casa,2.0,2.0,1.0,CTM VI CULHUACAN (U HAB),COYOACAN,19.32457,-99.11807
5526,5526,37614.66972477064,109.0,departamento,2.0,2.0,1.0,PEDREGAL DE SAN ANGEL (AMPL),COYOACAN,19.3091964,-99.1879756
5530,5530,37614.66972477064,109.0,departamento,2.0,2.0,1.0,PEDREGAL DE SAN ANGEL (AMPL),COYOACAN,19.3091964,-99.1879756
9230,9230,37500.0,56.0,departamento,2.0,2.0,1.0,SAN FCO XICALTONGO,IZTACALCO,19.3962509,-99.1250212
6864,6864,37632.1,70.0,departamento,2.0,2.0,1.0,AMPLIACION PETROLERA,AZCAPOTZALCO,19.4815763,-99.1949574
3843,3843,63000.0,110.0,departamento,2.0,2.5,1.0,ROMA NORTE III,CUAUHTEMOC,19.41814,-99.15974
5522,5522,37614.66972477064,109.0,departamento,2.0,2.0,1.0,PEDREGAL DE SAN ANGEL (AMPL),COYOACAN,19.3091964,-99.1879756
6245,6245,44142.857142857145,70.0,departamento,2.0,2.0,1.0,SANTA MARIA LA RIBERA IV,CUAUHTEMOC,19.445,-99.161
3930,3930,40821.01449275362,138.0,departamento,2.0,2.0,1.0,CUAUHTEMOC,CUAUHTEMOC,19.4325917,-99.1693627
7107,7107,40740.74074074074,54.0,departamento,2.0,2.0,1.0,ASTURIAS,CUAUHTEMOC,19.40429,-99.13005
7311,7311,40686.98648648649,74.0,departamento,2.0,2.0,1.0,RESIDENCIAL ZACATENCO,GUSTAVO A. MADERO,19.501874,-99.121272
9277,9277,40642.65671641791,67.0,departamento,2.0,2.0,1.0,SANTO TOMAS,AZCAPOTZALCO,19.4844186,-99.1751596
9273,9273,40642.65671641791,67.0,departamento,2.0,2.0,1.0,SANTO TOMAS,AZCAPOTZALCO,19.4844186,-99.1751596
6624,6624,40625.90909090909,66.0,departamento,2.0,2.0,1.0,DOCTORES II,CUAUHTEMOC,19.4179232,-99.1483827
526,526,42134.83146067416,178.0,departamento,2.0,2.0,1.0,LOS MORALES (POLANCO),MIGUEL HIDALGO,19.4379904,-99.2125766
242,242,42129.213483146064,178.0,departamento,2.0,2.0,1.0,POLANCO REFORMA (POLANCO),MIGUEL HIDALGO,19.433333,-99.2
533,533,42134.83146067416,178.0,departamento,2.0,2.0,1.0,LOS MORALES (POLANCO),MIGUEL HIDALGO,19.4379932,-99.2126666
8176,8176,40740.74074074074,54.0,departamento,2.0,2.0,1.0,ASTURIAS (AMPL),CUAUHTEMOC,19.4056531,-99.1319742
7045,7045,40773.57575757576,66.0,departamento,2.0,2.0,1.0,SANTA MARIA LA RIBERA II,CUAUHTEMOC,19.451582735137,-99.156504168787
3935,3935,40821.01449275362,138.0,departamento,2.0,2.0,1.0,CUAUHTEMOC,CUAUHTEMOC,19.4325917,-99.1693627
7855,7855,37466.66666666666,75.0,departamento,2.0,2.0,1.0,DEL GAS (AMPL),AZCAPOTZALCO,19.466091,-99.157091
6839,6839,37675.32467532468,77.0,departamento,2.0,2.0,1.0,NATIVITAS,BENITO JUAREZ,19.381317850801,-99.138488106269
5568,5568,42967.487684729065,77.14,departamento,2.0,2.0,1.0,MARIA DEL CARMEN,BENITO JUAREZ,19.37583,-99.13775
3564,3564,37804.87804878049,82.0,departamento,2.0,2.0,1.0,NUEVA ORIENTAL COAPA-EX HACIENDA COAPA,TLALPAN,19.2988105,-99.1297045
6870,6870,37841.37129575828,68.84,departamento,2.0,2.0,1.0,AMPLIACION PETROLERA,AZCAPOTZALCO,19.481584,-99.194961
5632,5632,11768.292682926827,164.0,casa,4.0,2.0,1.0,LETRAN VALLE,BENITO JUAREZ,19.37703,-99.15648
4512,4512,50015.625,64.0,departamento,2.0,2.0,1.0,ESCANDON II,MIGUEL HIDALGO,19.399774142391003,-99.18194691306358
2723,2723,42957.74647887324,142.0,departamento,2.0,2.0,1.0,CHAPULTEPEC MORALES (POLANCO),MIGUEL HIDALGO,19.4337679,-99.1904921
5610,5610,43055.55555555556,72.0,departamento,2.0,2.0,1.0,LETRAN VALLE,BENITO JUAREZ,19.3753687,-99.1490702
5753,5753,42917.808219178085,73.0,departamento,2.0,2.0,1.0,PORTALES IV,BENITO JUAREZ,19.3604024,-99.1497664
5181,5181,42911.39240506329,79.0,departamento,2.0,2.0,1.0,ALAMOS II,BENITO JUAREZ,19.3974232,-99.1401075
5176,5176,42911.39240506329,79.0,departamento,2.0,2.0,1.0,ALAMOS II,BENITO JUAREZ,19.3974232,-99.1401075
5182,5182,42911.39240506329,79.0,departamento,2.0,2.0,1.0,ALAMOS II,BENITO JUAREZ,19.3974232,-99.1401075
6213,6213,37720.66563467492,64.6,departamento,2.0,2.0,1.0,DEL GAS,AZCAPOTZALCO,19.468336,-99.153048
4828,4828,37755.10204081632,98.0,departamento,2.0,2.0,1.0,NAPOLES,BENITO JUAREZ,19.39310495,-99.17644431
