,price,square_meters,bedrooms,bathrooms,parking_spaces,address,description,colony,latitude,longitude
1096,2750000,65,2,1,1,CUAJIMALPA,"DEPARTAMENTO EN VENTA EN RESIDENCIAL LAS TERRAZAS, CUAJIMALPA, 2 RECAMARAS.",,,
1097,4400000,100,2,2,2,CUAJIMALPA,"DEPARTAMENTO EN VENTA EN RESIDENCIAL LAS TERRAZAS, CUAJIMALPA, 2 RECAMARAS.",,,
1098,5970000,0,2,1,2,ANAHUAC I SECC,"DEPARTAMENTO CALLE LAGO ALBERTO ""PARQUES POLANCO"" COL. ANAHUAC. 2 REC. 2 AUTOS",ALBERT,19.3705739851,19.3705739851
1099,5700000,0,1,1,1,JUAREZ,"DEPARTAMENTO EN AV PASEO DE LA REFORMA, COL. TABACALERA. 1 REC. 1 BANO, 1 EST.",JUAREZ,19.4270038256,19.4270038256
1100,7900000,0,2,2,0,HIPODROMO,"DEPARTAMENTO VENTA EN CALLE IZTACCIHUATL, COL. CONDESA. 2 REC. 2 BAN. TERRAZA",IZTACCIHUATL,19.3901661043,19.3901661043
1101,3800000,90,2,2,1,SAN JERONIMO LIDICE,HERMOSO DEPARTAMENTO EN VENTA EN SAN JERONIMO LIDICE,,,
1102,12500000,252,3,2,2,CHAPULTEPEC MORALES,VENTA DE DEPARTAMENTO EN POLANCO MIGUEL HIDALGO,MIGUEL HIDALGO,19.4359898482,19.4359898482
1103,4146750,0,2,2,1,VERONICA ANZURES,VENTA - DEPARTAMENTO - BAHIA DE TODOS LOS SANTOS - 80 M2 - PISO 3,VERONICA ANZURES,19.4364110927,19.4364110927
1104,10500000,350,3,3,2,CONTADERO,VENTA EXCELENTE CASA EN CALLE PRIVADA DE TEJOCOTES 33A CONTADERO CUAJIMALPACDMX,TEJOCOTE,19.3828144788,19.3828144788
1105,4000000,70,1,1,1,GRANADA,PRECIOSO LOFT EN VENTA EN PARQUES POLANCO,GRANADA,19.4399132456,19.4399132456
1106,1900000,58,2,1,0,LA JOYITA,DEPARTAMENTO EN VENTA LA JOYITA GUSTAVO A MADERO,LA JOYITA,19.3758462405,19.3758462405
1107,2800000,68,2,1,0,COL DEL VALLE SUR,DEPARTAMENTO EN VENTA ACACIAS DEL VALLE CDMX,ACACIAS,19.3641058178,19.3641058178
1108,5700000,117,2,2,2,SANTA FE,DEPARTAMENTO EN VENTA EN SANTA FE COSMOCRAT,SANTA FE,19.3892631023,19.3892631023
1109,3300000,0,2,2,1,VERONICA ANZURES,DEPARTAMENTO NUEVO EN VENTA EN VERONICA ANZURES,VERONICA ANZURES,19.4364110927,19.4364110927
1110,7199000,0,3,4+,2,PASEO DE LAS LOMAS,DEPARTAMENTO EN VENTA O RENTA BE GRAND LOMAS,,,
1111,6000000,0,2,1,1,AMP GRANADA,"DEPARTAMENTO CALLE LAGO ANDROMACO ""CITY TOWER"", COL. ANAHUAC",GRANADA,19.4399132456,19.4399132456
1112,23000000,0,3,3,2,POLANCO V SECC,ESPECTACULAR PH VENTA EN LA MEJOR ZONA DE POLANCO,,,
1113,6987000,0,2,2,2,ROMA NTE.,"DEPARTAMENTO CALLE SAN LUIS POTOSI, COL. ROMA NORTE",,,
1114,8500000,0,3,3,2,POLANCO IV SECC,"DEPARTAMENTO EN CALLE ARQUIMEDES, COL. POLANCO",,,
1115,19000000,0,2,2,2,LOMAS DE CHAPULTEPEC III SECC,"DEPARTAMENTO CALLE CAMERUM, COL. LOMAS DE CHAPULTEPEC",LOMAS DE CHAPULTEPEC,19.4228411174,19.4228411174
1116,18000000,0,3,3,2,POLANCO IV SECC,"DEPARTAMENTO  CALLE MASARYK, COL. POLANCO",,,
1117,26500000,0,3,3,3,POLANCO V SECC,"THE LIMITED, TOTAL LUXURY,  RUBEN DARIO 43, 3 RECAMARAS, 3 BANOS,",,,
1118,16200000,0,2,2,2,LOMAS DEL CHAMIZAL,"""OPORTUNIDAD"", SE VENDE  COSTO DE PREVENTA, SRIA DE MARINA"" VIDALTA """,LOMAS DEL CHAMIZAL,19.3931123205,19.3931123205
1119,1890000,65,3,1,1,AGRICOLA ORIENTAL,"DEPARTAMENTO EN PREVENTA EN IDILICA ORIENTE, AGRICOLA ORIENTAL, 3 RECAMARAS",,,
1120,23500000,0,3,3,3,POLANCO II SECC,HERMOSO DEPARTAMENTO EN POLANCO,,,
1121,8000000,1488,6+,4+,4+,LOMAS DE CHAPULTEPEC,BAJA DE PRECIO! SUPER OPORTUNIDAD.MARAVILLOSA RESIDENCIA EN LOMAS DE CHAPULTEPEC,LOMAS DE CHAPULTEPEC,19.4228411174,19.4228411174
1122,1590000,0,5,3,4+,BOSQUE DE LAS LOMAS,PENT-HOUSE EN BOSQUES DE LAS LOMAS,BOSQUES DE LAS LOMAS,19.4035606676,19.4035606676
1123,4424000,0,2,2,1,NARVARTE ORIENTE,DEPARTAMENTO EN NARVARTE ORIENTE CALLE LA QUEMADA,,,
1124,15200000,0,2,2,4+,LOMAS DE VISTA HERMOSA,DEPARTAMENTO EN CLUB RESIDENCIAL BOSQUES,VISTA HERMOSA,19.548099968,19.548099968
1125,3871000,70,2,2,0,ADOLFO LOPEZ MATEOS,"DEPARTAMENTO EN VENTA UBICADO EN MANZANASTITLA, CUAJIMALPA DE MORELOS, CIUDAD DE MEXICO",ADOLFO LOPEZ MATEOS,19.4200520013,19.4200520013
1126,1463000,34,1,1,0,POSTAL,"DEPARTAMENTO EN PRE VENTA EN POSTAL, BENITO JUAREZ, CIUDAD DE MEXICO",BENITO JUAREZ,19.3296058799,19.3296058799
1127,5850000,117,2,1,1,CUAUHTEMOC,"DEPARTAMENTO EN VENTA, RIO NAZAS, CUAUHTEMOC",CUAUHTEMOC,19.3200700913,19.3200700913
1128,4782000,0,2,2,2,NARVARTE ORIENTE,DEPARTAMENTO EN NARVARTE ORIENTE,,,
1129,15200000,0,3,3,3,LOMAS DEL CHAMIZAL,INCREIBLE DEPARTAMENTO EN CLUB RESIDENCIAL BOSQUES,LOMAS DEL CHAMIZAL,19.3931123205,19.3931123205
1130,3000000,0,3,1,1,NARVARTE ORIENTE,DEPARTAMENTO EN VENTA COLONIA NARVARTE,,,
1131,40000000,750,4,4+,4+,PASEO DE LAS LOMAS,CASA EN VENTA  CONSTRUIDA POR EL PRESTIGIOSO ARQ. CAJIGA EN PASEO DE LAS LOMAS,,,
1132,3133000,37,1,1,0,GUADALUPE INN,"DEPARTAMENTOS EN VENTA EN GUADALUPE INN, ALVARO OBREGON, CIUDAD DE MEXICO",GUADALUPE,19.2137218593,19.2137218593
1133,2558000,30,1,1,0,GUADALUPE INN,"DEPARTAMENTO EN VENTA EN GUADALUPE INN, ALVARO OBREGON, CIUDAD DE MEXICO",GUADALUPE,19.2137218593,19.2137218593
1134,3955000,70,3,2,1,MAGDALENA MIXIHUCA,VENTA DE AMPLIO DEPARTAMENTO EN EL 5TO NIVEL 70 MTS EN LA COLONIA SAN RAFAEL,SAN RAFAEL,19.4864549617,19.4864549617
1135,3475000,0,3,2,1,CAMPESTRE CHURUBUSCO,DEPARTAMENTO EN VENTA EN CAMPESTRE CHURUBUSCO,CAMPESTRE CHURUBUSCO,19.3454092595,19.3454092595
1136,9900000,244,4,2,4+,LINDAVISTA SUR,"RESIDENCIA DE EPOCA, CON EXCELENTE UBICACION",,,
1137,6200000,86,2,1,2,POLANCO IV SECC,MAGNIFICO DEPARTAMENTO EN VENTA DE 2 RECAMARAS EN ARQUIMEDES POLANCO,,,
1138,5600000,70,1,1,1,AMP GRANADA,MAGNIFICO DEPARTAMENTO EN VENTA DENTRO DE PLAZA CARSO TORRE PISSARRO 1 RECAMARA,GRANADA,19.4399132456,19.4399132456
1139,3000000,134,3,2,1,CD JARDIN,DEPARTAMENTO EN VENTA EN XOTEPINGO COLONIA CIUDAD JARDIN COYOACAN,XOTEPINGO,19.3282208263,19.3282208263
1140,1742000,0,3,3,0,POLANCO III SECC,"POLANCO, GOLDSMITH 222 MID HOUSE 301",,,
1141,2526879,68,2,1,1,STA CRUZ DE LAS SALINAS,"DEPARTAMENTO EN PREVENTA EN CORINTIO VALLEJO, SANTA CRUZ DE LAS SALINAS, 2 RECAMARAS.",LAS SALINAS,19.4875623399,19.4875623399
1142,2637531,73,2,2,1,STA CRUZ DE LAS SALINAS,"DEPARTAMENTO EN PREVENTA EN CORINTIO VALLEJO, SANTA CRUZ DE LAS SALINAS, 2 RECAMARAS.",LAS SALINAS,19.4875623399,19.4875623399
1143,3859253,84,2,2,2,NEXTENGO,"DEPARTAMENTO EN PREVENTA EN CORINTIO CLAVERIA, NEXTENGO, 2 RECAMARAS",CLAVERIA,19.4660515311,19.4660515311
1144,3235691,66,2,1,1,NEXTENGO,"DEPARTAMENTO EN PREVENTA EN CORINTIO CLAVERIA, NEXTENGO, 2 RECAMARAS.",CLAVERIA,19.4660515311,19.4660515311
1145,2378159,59,2,2,1,GUADALUPE TEPEYAC,"DEPARTAMENTO EN PREVENTA EN VIDA TEPEYAC, GUADALUPE TEPEYAC, 2 RECAMARAS.",GUADALUPE,19.2137218593,19.2137218593
1146,3700000,100,3,3,2,MILITAR MARTE,RESIDENCIAL LA VIGA,MILITAR MARTE,19.3810242212,19.3810242212
1147,4650623,125,3,3,2,STA CRUZ DE LAS SALINAS,"DEPARTAMENTO EN PREVENTA EN CORINTIO VALLEJO, SANTA CRUZ DE LAS SALINAS, 3 RECAMARAS.",LAS SALINAS,19.4875623399,19.4875623399
1148,4085900,103,3,2,2,SAN JUAN TEPEPAN,"DEPARTAMENTO EN VENTA EN ARBOLADA TEPEPAN EN COL. TEPEPAN,  3 RECAMARAS.",SAN JUAN,19.3783640536,19.3783640536
1149,5104000,0,2,2,1,CODIGO 2,"DEPARTAMENTO  EN PREVENTA EN MORENA 4  EN BENITO JUAREZ, CDMX,  2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
1150,2000000,159,5,3,0,LAS PENAS,"VENTA DE CASA EN LA POLVORILLA, IZTAPALAPA, CIUDAD DE MEXICO",LA POLVORILLA,19.3211531804,19.3211531804
1151,1200000,400,3,0,0,VALLE GOMEZ,DEPARTAMENTO EN VENTA,VALLE GOMEZ,19.4568685341,19.4568685341
1152,1625000,0,3,1,1,PATERA VALLEJO I SECC,VENTA/DEPARTAMENTO/PATERA VALLEJO,VALLEJO I,19.4678259013,19.4678259013
1153,10000000,162,3,3,1,CHAPULTEPEC MORALES,SE VENDE DEPARTAMENTO EN LA MEJOR ZONA DE POLANCO.,,,
1154,50000000,300,3,3,4+,LOMAS DE CHAPULTEPEC,HERMOSA CASA DE REVISTA EN LOMAS DE CHAPULTEPEC,LOMAS DE CHAPULTEPEC,19.4228411174,19.4228411174
1155,5650000,509,3,3,3,ALCANTARILLA,CASA EN CONDOMINIO PRIVADA DE LOS CEDROS,LOS CEDROS,19.3636765984,19.3636765984
1156,60000000,1200,4,4+,4+,JARDINES DEL PEDREGAL,"CASA EN VENTA  EN JARDINES DEL PEDREGAL , ALVARO OBREGON CDMX",JARDINES DEL PEDREGAL,19.3059286486,19.3059286486
1157,3570000,0,2,2,1,COL DEL VALLE NTE,DEPARTAMENTO EN EXCELENTE UBICACION EN VALLE NORTE,,,
1158,3400000,0,2,2,2,LOMAS DE LOS ANGELES TETELPAN,HERMOSO DEPARTAMENTO,LOS ANGELES,19.345354017,19.345354017
1159,5100000,0,2,2,3,TIZAPAN,"DEPARTAMENTO EN TIZAPAN SAN ANGEL, CON HERMOSA VISTA ARBOLADA",SAN ANGEL,19.3456616645,19.3456616645
1160,2100000,125,3,3,1,BRAMADERO RAMOS MILLAN,CASA EN VENTA IZTACALCO RAMOS MILLAN,,,
1161,14300000,324,4,2,4+,NARVARTE PONIENTE,CASA EN VENTA NARVARTE PONIENTE,,,
1162,14300000,324,4,2,4+,COL DEL VALLE CENTRO,CASA EN VENTA NARVARTE,,,
1163,1600000,61,3,2,1,PREPARATORIA 3,DEPARTAMENTO EN VENTA GUSTAVO A MADERO,,,
1164,7000000,160,2,2,2,LETRAN VALLE,DEPARTAMENTO EN VENTA BENITO JUAREZ DEL VALLE,BENITO JUAREZ,19.3296058799,19.3296058799
1165,7250000,218,2,2,2,VERTIZ NARVARTE,DEPARTAMENTO EN VENTA BENITO JUAREZ VERTIZ,BENITO JUAREZ,19.3296058799,19.3296058799
1166,10700000,371,3,3,4+,FUENTES DE TEPEPAN,CASA EN VENTA TLALPAN TETEPAN,,,
1167,2570000,50,1,1,1,NOCHE BUENA,DEPARTAMENTO EN VENTA EN BENITO JUAREZ NAPOLES,BENITO JUAREZ,19.3296058799,19.3296058799
1168,5575000,85,2,2,1,CUAUHTEMOC,DEPARTAMENTO EN VENTA REFORMA CUAUHTEMOC,CUAUHTEMOC,19.3200700913,19.3200700913
1169,4450000,0,2,2,2,ANAHUAC I SECC,"DEPARTAMENTO EN  VENTA , COLONIA ANAHUAC",ANAHUAC I,19.4471950354,19.4471950354
1170,13000000,0,3,3,4+,LOMAS DEL CHAMIZAL,DEPARTAMENTO EN VENTA BOSQUES DE LAS  LOMAS,LOMAS DEL CHAMIZAL,19.3931123205,19.3931123205
